E17-2103	3	1
E17-2110	3	2
E17-2118	5	3
E17-4006	2	1
E17-4012	3	2
I11-1008	3	2
I11-1012	4	3
I11-1038	4	2
I11-1039	3	2
I11-1043	3	2
I11-1048	3	2
I11-1058	5	2
I11-1059	2	1
I11-1067	3	1
I11-1074	2	1
I11-1084	4	3
I11-1091	2	1
I11-1096	7	3
I11-1099	2	1
I11-1108	4	1
I11-1113	4	1
I11-1132	4	2
I11-1148	3	1
I11-1153	5	1
I11-1155	3	1
I11-1168	6	5
I13-1015	5	2
I13-1026	3	1
I13-1027	4	1
I13-1033	3	1
I13-1042	3	2
I13-1054	3	2
I13-1057	3	2
I13-1059	2	1
I13-1061	3	2
I13-1087	3	2
I13-1098	4	2
I13-1104	3	2
I13-1111	2	1
I13-1112	3	1
I13-1117	2	1
I13-1118	5	1
I13-1120	3	2
I13-1126	3	1
I13-1139	2	1
I13-1140	3	1
I13-1143	4	2
I13-1146	3	2
I13-1148	8	2
I13-1150	4	1
I13-1158	4	3
I13-1160	5	2
I13-1169	2	1
I13-1178	3	2
I13-1187	4	1
I13-1188	3	2
I17-1002	5	2
I17-1005	3	1
I17-1013	2	1
I17-1016	5	3
I17-1041	2	1
I17-1047	7	2
I17-1051	2	1
I17-1052	3	2
I17-1055	3	1
I17-1066	2	1
I17-1081	3	1
I17-1093	3	1
I17-1099	6	1
I17-1100	4	1
I17-2001	3	1
I17-2002	6	1
I17-2009	3	1
I17-2014	6	4
I17-2016	2	1
I17-2023	3	1
I17-2029	5	3
I17-2036	6	3
I17-2042	3	2
I17-2045	5	3
I17-2046	4	1
I17-2047	4	1
I17-2051	4	1
I17-2061	2	1
I17-2069	5	2
I17-2070	2	1
K15-1004	3	1
K15-1010	3	2
K15-1017	4	2
K15-1021	2	1
K15-1033	5	1
K15-1036	4	1
K15-2007	6	1
K16-1003	5	1
K16-1009	3	1
K16-1012	3	2
K16-1014	2	1
K16-1023	2	1
K16-1026	5	3
K16-1028	5	4
K16-1031	2	1
K16-2002	7	1
K16-2003	5	4
K16-2019	8	4
K17-1008	6	1
K17-1010	4	3
K17-1016	3	2
K17-1017	3	2
K17-1032	3	1
K17-1037	3	2
K17-2001	11	1
K17-2003	2	1
K17-2004	3	2
K17-2010	4	1
K17-3001	62	9
K17-3017	3	2
K17-3022	7	1
K17-3026	3	1
N10-1034	2	1
N10-1036	6	5
N10-1042	4	3
N10-1050	3	2
N10-1068	5	1
N10-1073	2	1
N10-1074	3	2
N10-1080	3	1
N10-1099	3	2
N10-1108	4	1
N10-1113	3	2
N10-1128	2	1
N10-1131	2	1
N10-1138	4	1
N10-1139	5	1
N10-3007	3	1
N12-1005	3	1
N12-1006	9	1
N12-1010	4	3
N12-1043	3	2
N12-1055	3	2
N12-1056	2	1
N12-1062	3	1
N12-1078	3	1
N12-1082	3	1
N12-1083	3	1
N12-1085	4	1
N12-1087	3	2
N13-1004	3	1
N13-1006	4	3
N13-1007	6	1
N13-1020	4	1
N13-1039	6	1
N13-1056	2	1
N13-1067	3	2
N13-1070	6	1
N13-1075	4	1
N13-1076	5	1
N13-1090	3	1
N13-1092	3	1
N13-1106	4	1
N13-1114	3	1
N13-1115	3	2
N13-1123	2	1
N13-1133	3	1
N13-1138	2	1
N15-1002	3	1
N15-1007	3	1
N15-1017	7	1
N15-1020	9	2
N15-1031	4	3
N15-1039	2	1
N15-1042	4	2
N15-1044	11	2
N15-1045	2	1
N15-1049	5	1
N15-1055	2	1
N15-1058	3	1
N15-1069	2	1
N15-1075	2	1
N15-1089	5	4
N15-1091	2	1
N15-1101	2	1
N15-1103	5	1
N15-1104	4	1
N15-1118	3	1
N15-1139	4	1
N15-1141	11	1
N15-1154	2	1
N15-1167	4	1
N15-1170	4	1
N15-1175	5	1
N15-2019	2	1
N16-1013	4	1
N16-1018	9	8
N16-1029	7	6
N16-1045	3	2
N16-1046	4	2
N16-1066	8	1
N16-1078	2	1
N16-1083	2	1
N16-1089	3	2
N16-1091	3	2
N16-1097	3	1
N16-1101	3	1
N16-1104	6	1
N16-1109	5	1
N16-1125	7	1
N16-1137	2	1
N16-1138	2	1
N16-1139	3	2
N16-1143	7	2
N16-1147	15	4
N16-1157	2	1
N16-1165	5	1
N16-1172	2	1
N16-2010	2	1
N16-2012	3	2
N16-2017	3	2
P10-1015	3	2
P10-1027	4	3
P10-1036	6	2
P10-1049	3	1
P10-1052	3	2
P10-1055	3	1
P10-1059	3	1
P10-1065	3	2
P10-1069	2	1
P10-1077	3	2
P10-1095	3	2
P10-1101	4	3
P10-1113	3	2
P10-1118	4	1
P10-1143	2	1
P10-2014	2	1
P10-2022	5	4
P10-2026	4	2
P10-2032	3	2
P10-2043	2	1
P10-2049	2	1
P10-2060	4	2
P10-2065	3	2
P10-4009	15	1
P10-4010	2	1
P11-1001	2	1
P11-1016	5	3
P11-1046	5	1
P11-1064	5	1
P11-1071	2	1
P11-1079	4	1
P11-1097	4	1
P11-1109	5	2
P11-1116	5	2
P11-1121	3	1
P11-2004	2	1
P11-2053	6	1
P11-2055	3	1
P11-2059	4	1
P11-2069	3	1
P11-2070	3	1
P11-2072	3	1
P11-2083	3	2
P11-2092	2	1
P11-2093	3	1
P11-4013	4	1
P11-4017	3	1
P12-1001	5	2
P12-1003	4	1
P12-1009	3	2
P12-1013	4	2
P12-1015	4	3
P12-1017	3	1
P12-1018	4	1
P12-1063	6	1
P12-1076	3	1
P12-1079	5	3
P12-1102	2	1
P12-2006	3	2
P12-2050	4	1
P12-2052	3	1
P12-2060	2	1
P12-2067	6	1
P12-2076	4	2
P12-3001	5	2
P12-3006	2	1
P12-3011	6	1
P12-3015	3	1
P12-3020	5	1
P12-3025	4	1
P13-1032	3	1
P13-1050	3	2
P13-1060	2	1
P13-1061	3	1
P13-1070	2	1
P13-1071	3	1
P13-1082	3	2
P13-1087	4	1
P13-1091	6	1
P13-1094	2	1
P13-1104	2	1
P13-1108	3	2
P13-1115	4	1
P13-1119	4	1
P13-1122	3	2
P13-1126	3	1
P13-1131	5	2
P13-1134	2	1
P13-1138	3	1
P13-1149	4	1
P13-1154	3	1
P13-1163	8	1
P13-1170	6	1
P13-2009	3	2
P13-2010	4	1
P13-2012	11	1
P13-2017	13	1
P13-2026	4	2
P13-2029	3	1
P13-2037	3	2
P13-2044	4	1
P13-2047	4	2
P13-2051	4	1
P13-2055	3	2
P13-2074	2	1
P13-2078	2	1
P13-2080	4	1
P13-2090	3	2
P13-2091	5	3
P13-2100	2	1
P13-2102	3	2
P13-2123	4	1
P13-2127	3	2
P13-2135	4	3
P13-2150	2	1
P13-3019	3	2
P13-4001	4	1
P13-4004	5	2
P13-4007	5	1
P13-4010	5	1
P13-4011	8	1
P13-4015	4	1
P13-4019	4	1
P13-4021	3	1
P13-4022	4	3
P13-4026	8	1
P13-4027	3	1
P13-4033	4	1
P14-1017	3	2
P14-1021	3	2
P14-1027	4	1
P14-1035	3	2
P14-1047	3	2
P14-1050	6	1
P14-1071	3	1
P14-1079	6	1
P14-1082	2	1
P14-1087	4	1
P14-1090	2	1
P14-1093	7	1
P14-1100	3	2
P14-1108	6	5
P14-1122	5	1
P14-1131	2	1
P14-1139	4	3
P14-2001	4	1
P14-2008	2	1
P14-2014	7	2
P14-2015	3	2
P14-2023	2	1
P14-2031	2	1
P14-2035	3	2
P14-2039	4	1
P14-2058	3	2
P14-2063	2	1
P14-2084	4	1
P14-2095	2	1
P14-2096	3	2
P14-2112	3	1
P14-2123	2	1
P14-2125	5	4
P14-3006	2	1
P14-5001	5	4
P14-5006	4	1
P14-5007	13	1
P14-5011	4	1
P14-5016	4	1
P14-5017	6	4
P14-5020	5	2
P15-1001	4	1
P15-1007	2	1
P15-1028	3	2
P15-1029	2	1
P15-1037	2	1
P15-1040	5	2
P15-1042	4	3
P15-1045	4	3
P15-1052	4	2
P15-1069	3	2
P15-1070	2	1
P15-1071	3	2
P15-1108	4	1
P15-1139	4	3
P15-1141	7	1
P15-1143	3	1
P15-1146	6	1
P15-1160	5	1
P15-1161	3	2
P15-1164	3	1
P15-1165	6	1
P15-1166	5	4
P15-1173	2	1
P15-2002	3	1
P15-2010	6	1
P15-2017	8	4
P15-2025	2	1
P15-2028	2	1
P15-2029	4	3
P15-2036	6	1
P15-2041	3	2
P15-2067	6	1
P15-2070	5	1
P15-2073	9	1
P15-2078	3	2
P15-2084	2	1
P15-2089	4	2
P15-2090	3	1
P15-2091	2	1
P15-2097	4	1
P15-2101	6	1
P15-2106	5	3
P15-2124	3	2
P15-2129	4	1
P15-2130	8	6
P15-2144	4	3
P15-3005	5	1
P15-4003	3	1
P15-4009	3	2
P16-1007	5	2
P16-1014	5	1
P16-1023	2	1
P16-1033	7	6
P16-1035	3	2
P16-1041	5	1
P16-1047	3	1
P16-1056	7	1
P16-1058	2	1
P16-1065	3	2
P16-1067	4	3
P16-1076	3	2
P16-1080	5	1
P16-1084	5	3
P16-1088	2	1
P16-1089	3	2
P16-1093	3	2
P16-1099	6	5
P16-1102	5	4
P16-1115	3	1
P16-1123	4	3
P16-1126	14	2
P16-1128	2	1
P16-1130	5	2
P16-1134	5	2
P16-1136	5	1
P16-1144	9	3
P16-1150	2	1
P16-1155	3	1
P16-1159	7	5
P16-1160	3	1
P16-1169	6	5
P16-1170	6	2
P16-1172	2	1
P16-1183	2	1
P16-1185	7	5
P16-1186	3	1
P16-1191	2	1
P16-1194	4	1
P16-1200	5	1
P16-1207	3	1
P16-1219	3	2
P16-2005	3	1
P16-2009	2	1
P16-2010	3	2
P16-2030	8	1
P16-2037	4	1
P16-2043	3	2
P16-2049	4	1
P16-2051	3	2
P16-2053	3	1
P16-2083	2	1
P16-2090	2	1
P16-2091	3	1
P16-2093	2	1
P16-3007	3	2
P16-3020	3	2
P16-4005	5	1
P16-4007	11	6
P16-4011	3	2
P16-4017	4	1
P16-4026	3	1
P16-4028	10	1
P17-1002	3	1
P17-1004	3	1
P17-1012	4	1
P17-1013	4	1
P17-1021	7	6
P17-1024	7	1
P17-1045	7	5
P17-1050	4	3
P17-1051	3	2
P17-1057	3	2
P17-1061	3	1
P17-1078	3	2
P17-1081	6	5
P17-1087	4	3
P17-1099	3	2
P17-1100	2	1
P17-1103	6	1
P17-1124	2	1
P17-1125	7	2
P17-1133	4	1
P17-1139	5	1
P17-1157	6	3
P17-1158	4	1
P17-1159	5	4
P17-1169	6	2
P17-1174	8	6
P17-1185	5	1
P17-1187	4	1
P17-1195	5	4
P17-2002	5	1
P17-2005	2	1
P17-2010	3	2
P17-2013	6	2
P17-2020	4	1
P17-2027	2	1
P17-2036	6	5
P17-2037	3	2
P17-2039	7	1
P17-2048	3	1
P17-2056	5	2
P17-2058	3	2
P17-2063	2	1
P17-2079	9	2
P17-2080	8	1
P17-2081	3	2
P17-2096	6	4
P17-2102	4	1
P17-2103	8	2
P17-2104	5	1
P17-3005	7	4
P17-4004	2	1
P17-4005	2	1
P17-4007	8	2
P17-4009	6	1
P17-4011	8	2
P17-4012	5	1
P17-4013	11	9
S10-1005	6	1
S10-1006	9	1
S10-1011	4	1
S10-1089	6	1
S12-1034	3	1
S12-1059	4	1
S12-1072	5	3
S12-1090	10	1
S13-1028	3	2
S13-1032	9	1
S13-1042	8	1
S13-2001	6	3
S13-2041	6	1
S13-2042	11	8
S13-2044	4	1
S13-2066	4	3
S13-2073	9	8
S13-2080	7	1
S13-2083	4	1
S13-2085	7	1
S13-2094	4	1
S13-2106	10	8
S13-2108	3	1
S14-1004	3	1
S14-1006	3	1
S14-1010	5	1
S14-2001	6	3
S14-2004	6	5
S14-2008	8	1
S14-2010	10	1
S14-2012	3	1
S14-2030	3	1
S14-2098	5	1
S14-2103	9	1
S14-2126	3	1
S14-2128	6	5
S14-2131	4	3
S14-2133	3	1
S14-2137	5	4
S15-1009	18	1
S15-1010	4	1
S15-1023	6	1
S15-1032	2	1
S15-2017	7	1
S15-2045	13	1
S15-2047	6	1
S15-2051	6	2
S15-2095	3	2
S15-2097	4	1
S15-2110	8	7
S15-2122	4	1
S15-2134	6	2
S15-2142	4	1
S15-2151	4	2
S15-2153	8	1
S16-1001	5	1
S16-1002	18	1
S16-1008	6	1
S16-1010	2	1
S16-1050	5	1
S16-1053	3	2
S16-1081	8	1
S16-1082	6	1
S16-1083	8	1
S16-1102	3	1
S16-1119	3	1
S16-1120	3	1
S16-1129	12	1
S16-1141	3	2
S16-1142	2	1
S16-1167	4	3
S16-1168	3	2
S16-1169	2	1
S16-1200	5	1
S16-1201	7	2
S16-1206	8	1
S16-2002	2	1
S16-2009	4	1
S16-2017	5	2
S16-2022	4	2
S17-1018	3	2
S17-1026	4	1
S17-2001	5	1
S17-2003	7	1
S17-2005	3	1
S17-2006	6	1
S17-2032	4	1
S17-2037	4	1
S17-2047	5	2
S17-2058	7	3
S17-2088	3	1
S17-2089	7	1
S17-2091	5	1
S17-2098	4	2
S17-2115	2	1
S17-2132	5	1
S17-2134	4	1
S17-2171	3	2
S17-2180	3	1
W10-0212	5	1
W10-0303	3	2
W10-0409	2	1
W10-0608	3	2
W10-0707	4	2
W10-0802	2	1
W10-0907	4	1
W10-0913	2	1
W10-1002	7	1
W10-1008	2	1
W10-1104	4	2
W10-1105	5	1
W10-1108	14	1
W10-1112	3	1
W10-1301	5	3
W10-1401	9	1
W10-1406	3	1
W10-1409	2	1
W10-1410	5	1
W10-1604	3	2
W10-1618	3	1
W10-1704	4	1
W10-1716	3	1
W10-1717	7	1
W10-1749	2	1
W10-1750	5	4
W10-1759	3	1
W10-1760	3	1
W10-1762	5	1
W10-1763	4	1
W10-1804	4	1
W10-1806	4	1
W10-1812	5	2
W10-1829	15	1
W10-1837	4	1
W10-1838	4	1
W10-1844	6	1
W10-1909	3	1
W10-1914	3	1
W10-1921	4	1
W10-2110	6	2
W10-2211	4	1
W10-2403	3	1
W10-2404	3	1
W10-2414	3	2
W10-2415	4	1
W10-2501	3	1
W10-2503	2	1
W10-2608	3	2
W10-2702	7	1
W10-2707	5	3
W10-2708	4	2
W10-2909	3	2
W10-2914	3	2
W10-3201	4	2
W10-3203	4	3
W10-3207	2	1
W10-3210	4	2
W10-3218	2	1
W10-3220	3	2
W10-3301	6	3
W10-3308	4	3
W10-3501	3	2
W10-3507	6	4
W10-3601	3	2
W10-3802	3	2
W10-3807	2	1
W10-3904	9	8
W10-4003	4	2
W10-4005	4	2
W10-4009	5	1
W10-4302	3	1
W10-4326	5	2
W10-4332	3	1
W10-4354	3	2
W10-4358	5	4
W10-4406	2	1
W11-0203	6	1
W11-0205	5	3
W11-0209	3	2
W11-0317	5	1
W11-0321	3	1
W11-0417	3	2
W11-0502	4	3
W11-0505	3	1
W11-0702	6	4
W11-0705	5	1
W11-1006	2	1
W11-1010	4	1
W11-1209	2	1
W11-1215	11	2
W11-1302	2	1
W11-1309	2	1
W11-1310	4	1
W11-1406	4	1
W11-1412	5	1
W11-1414	3	1
W11-1509	5	1
W11-1610	4	1
W11-1611	3	1
W11-1701	6	1
W11-1704	10	2
W11-1711	3	2
W11-1714	3	1
W11-1720	5	2
W11-1809	5	1
W11-1810	7	4
W11-1815	5	1
W11-1817	2	1
W11-1826	3	1
W11-1828	2	1
W11-2002	14	1
W11-2008	3	1
W11-2010	2	1
W11-2023	4	1
W11-2027	4	2
W11-2028	6	1
W11-2030	6	1
W11-2103	4	1
W11-2104	4	1
W11-2105	2	1
W11-2124	4	2
W11-2132	4	1
W11-2135	11	1
W11-2142	14	4
W11-2144	5	3
W11-2145	4	1
W11-2146	5	1
W11-2147	3	1
W11-2149	10	1
W11-2154	7	2
W11-2158	7	1
W11-2160	5	1
W11-2211	4	1
W11-2301	7	4
W11-2303	5	3
W11-2311	3	2
W11-2315	4	1
W11-2504	3	1
W11-2601	4	1
W11-2701	2	1
W11-2810	3	2
W11-2903	3	1
W11-2911	3	2
W11-2919	2	1
W11-2928	2	1
W11-3002	3	2
W11-3101	4	2
W11-3208	4	1
W11-3306	3	1
W11-3309	4	3
W11-3310	4	1
W11-3311	8	7
W11-3403	5	3
W11-3408	2	1
W11-3501	4	2
W11-3505	4	1
W11-3705	5	4
W11-3709	2	1
W11-3712	3	2
W11-3807	3	1
W11-4111	2	1
W11-4308	2	1
W11-4407	4	1
W11-4615	2	1
W11-4616	4	1
W11-4634	2	1
W12-0104	3	2
W12-0201	4	1
W12-0202	5	2
W12-0215	3	1
W12-0406	2	1
W12-0508	3	1
W12-0514	3	1
W12-0606	3	2
W12-0702	3	2
W12-0802	2	1
W12-1009	3	1
W12-1010	3	1
W12-1105	5	1
W12-1107	4	1
W12-1109	3	1
W12-1302	6	4
W12-1309	5	1
W12-1402	3	1
W12-1404	3	1
W12-1702	3	2
W12-1902	6	2
W12-1904	3	1
W12-2002	6	5
W12-2020	4	1
W12-2023	4	2
W12-2104	6	1
W12-2107	4	1
W12-2410	8	1
W12-2412	5	1
W12-2413	6	2
W12-2418	5	1
W12-2505	3	1
W12-2603	2	1
W12-2606	3	1
W12-2701	3	1
W12-2702	3	1
W12-2704	2	1
W12-2801	8	1
W12-2802	4	1
W12-2906	3	2
W12-2907	5	1
W12-2910	3	1
W12-3001	3	1
W12-3012	7	1
W12-3018	3	1
W12-3102	6	1
W12-3117	6	2
W12-3120	3	2
W12-3127	3	1
W12-3133	6	3
W12-3134	5	1
W12-3137	5	1
W12-3140	13	4
W12-3141	9	1
W12-3144	6	1
W12-3152	3	1
W12-3155	4	1
W12-3156	2	1
W12-3406	3	1
W12-3411	3	2
W12-3603	2	1
W12-3611	5	4
W12-3805	3	1
W12-4001	3	1
W12-4201	5	1
W12-4210	3	2
W12-4305	6	4
W12-4511	5	3
W12-4607	2	1
W12-4610	5	1
W12-4624	2	1
W12-4625	3	1
W12-4702	3	2
W12-4904	3	1
W12-5205	3	1
W12-5213	2	1
W12-5613	3	2
W12-5701	3	1
W12-5805	3	2
W12-5806	3	1
W12-5812	3	1
W12-6102	3	1
W12-6303	3	1
W12-6304	3	2
