W12-6319	4	1
W12-6325	5	1
W13-0112	5	1
W13-0113	3	1
W13-0212	7	1
W13-0401	3	1
W13-0402	3	1
W13-0404	5	1
W13-0501	4	1
W13-0507	5	4
W13-0701	2	1
W13-0702	2	1
W13-0803	2	1
W13-0804	4	1
W13-0807	2	1
W13-0909	11	3
W13-1006	3	2
W13-1011	4	1
W13-1017	2	1
W13-1021	9	1
W13-1105	6	3
W13-1202	8	7
W13-1204	3	1
W13-1605	3	2
W13-1606	4	3
W13-1609	3	2
W13-1615	3	2
W13-1704	4	3
W13-1727	4	1
W13-1733	4	2
W13-1736	8	2
W13-1901	7	1
W13-1903	6	2
W13-1905	5	1
W13-2007	4	3
W13-2009	9	1
W13-2023	3	1
W13-2024	5	1
W13-2026	4	1
W13-2102	4	1
W13-2106	2	1
W13-2201	10	1
W13-2204	8	2
W13-2205	10	1
W13-2208	3	1
W13-2223	14	4
W13-2224	8	1
W13-2226	6	1
W13-2229	4	1
W13-2233	2	1
W13-2249	6	5
W13-2260	3	2
W13-2262	3	1
W13-2264	2	1
W13-2303	3	2
W13-2307	8	1
W13-2319	5	1
W13-2413	2	1
W13-2415	3	1
W13-2506	3	2
W13-2513	3	1
W13-2517	3	1
W13-2602	3	2
W13-2604	3	1
W13-2605	3	2
W13-2708	6	1
W13-2713	2	1
W13-2808	3	1
W13-2818	3	2
W13-2906	4	3
W13-2909	3	1
W13-3003	3	2
W13-3105	5	1
W13-3204	3	2
W13-3209	3	1
W13-3308	4	1
W13-3504	4	1
W13-3505	3	2
W13-3511	3	2
W13-3516	8	1
W13-3524	2	1
W13-3613	6	5
W13-3703	3	1
W13-3708	4	3
W13-3724	3	1
W13-3728	5	1
W13-3908	5	1
W13-3913	7	1
W13-3915	8	1
W13-3918	5	1
W13-4002	5	1
W13-4030	3	2
W13-4032	8	1
W13-4037	6	3
W13-4041	5	2
W13-4063	4	1
W13-4305	4	2
W13-4406	3	2
W13-4504	3	1
W13-4601	6	4
W13-4603	3	1
W13-4604	7	5
W13-4707	4	1
W13-4711	2	1
W13-4905	3	1
W13-4917	23	1
W13-5007	4	1
W13-5011	7	1
W13-5101	3	1
W13-5209	5	1
W13-5304	3	2
W13-5609	9	1
W13-5614	3	2
W13-5616	13	12
W13-5617	3	1
W13-5619	9	1
W13-5634	4	1
W14-0105	3	2
W14-0114	8	7
W14-0120	2	1
W14-0128	3	2
W14-0139	2	1
W14-0140	4	2
W14-0142	4	3
W14-0202	4	3
W14-0203	4	1
W14-0307	2	1
W14-0312	2	1
W14-0313	3	2
W14-0402	3	2
W14-0509	3	2
W14-0601	5	3
W14-0604	6	1
W14-0605	3	1
W14-0609	3	2
W14-0703	4	1
W14-0907	4	2
W14-1103	3	1
W14-1206	4	1
W14-1208	3	1
W14-1304	3	1
W14-1306	2	1
W14-1309	2	1
W14-1406	3	2
W14-1601	5	1
W14-1603	3	2
W14-1610	3	1
W14-1615	4	1
W14-1617	2	1
W14-1619	5	2
W14-1707	2	1
W14-1802	4	1
W14-1806	3	2
W14-1815	3	2
W14-1820	5	2
W14-1904	4	1
W14-2001	3	2
W14-2101	3	1
W14-2111	5	1
W14-2306	11	1
W14-2609	3	1
W14-2613	2	1
W14-2615	5	4
W14-2707	4	1
W14-2715	3	2
W14-2807	4	2
W14-2907	7	1
W14-3107	3	2
W14-3205	2	1
W14-3207	3	1
W14-3208	5	4
W14-3209	3	2
W14-3210	3	2
W14-3213	6	1
W14-3214	8	1
W14-3302	13	1
W14-3307	6	2
W14-3312	5	1
W14-3313	8	1
W14-3315	10	1
W14-3317	4	1
W14-3322	4	1
W14-3324	6	1
W14-3330	10	1
W14-3334	3	1
W14-3335	3	2
W14-3346	2	1
W14-3351	3	2
W14-3357	2	1
W14-3363	3	1
W14-4001	3	1
W14-4002	2	1
W14-4006	5	1
W14-4007	3	2
W14-4009	5	1
W14-4012	4	1
W14-4102	4	1
W14-4108	4	1
W14-4207	2	1
W14-4211	6	1
W14-4303	5	2
W14-4304	4	1
W14-4305	2	1
W14-4338	4	1
W14-4725	13	1
W14-4810	4	3
W14-4811	2	1
W14-4905	3	1
W14-4917	2	1
W14-5113	3	2
W14-5118	4	3
W14-5119	3	1
W14-5120	2	1
W14-5122	3	1
W14-5129	3	2
W14-5137	3	1
W14-5201	2	1
W14-5205	4	3
W14-5209	3	1
W14-5210	5	2
W14-5211	2	1
W14-5309	3	1
W14-5316	3	1
W14-5401	3	2
W14-5402	3	2
W14-5413	2	1
W14-5414	5	1
W14-5602	3	1
W14-5802	3	1
W14-5809	3	1
W14-5813	5	4
W14-5815	3	1
W14-6002	6	2
W14-6206	3	2
W14-6301	5	2
W14-6302	2	1
W14-6601	8	1
W14-6607	4	1
W14-6804	3	2
W14-6806	10	1
W14-6808	5	2
W14-6811	5	1
W14-6812	3	2
W14-6817	4	2
W14-6819	7	1
W14-6821	6	2
W14-6828	3	2
W15-0115	2	1
W15-0124	3	2
W15-0125	4	3
W15-0133	4	2
W15-0501	3	1
W15-0601	3	1
W15-0615	3	1
W15-0619	6	1
W15-0626	3	1
W15-0629	2	1
W15-0709	6	3
W15-0710	3	2
W15-0711	6	3
W15-1003	2	1
W15-1203	8	1
W15-1205	4	1
W15-1213	8	1
W15-1301	2	1
W15-1403	2	1
W15-1408	10	2
W15-1604	4	1
W15-1607	13	1
W15-1608	4	2
W15-1609	4	2
W15-1620	3	2
W15-1805	4	1
W15-1806	8	2
W15-1815	6	1
W15-1820	2	1
W15-1821	5	1
W15-1823	7	1
W15-2105	3	2
W15-2107	4	2
W15-2115	2	1
W15-2119	2	1
W15-2124	5	1
W15-2301	6	2
W15-2406	4	1
W15-2412	2	1
W15-2505	3	2
W15-2601	3	2
W15-2607	5	1
W15-2611	8	2
W15-2614	5	1
W15-2618	4	2
W15-2704	2	1
W15-2712	4	1
W15-2806	6	1
W15-2807	3	2
W15-2810	3	2
W15-2811	3	2
W15-2815	3	2
W15-2907	3	1
W15-2925	2	1
W15-3001	14	1
W15-3004	3	2
W15-3008	7	1
W15-3011	8	6
W15-3012	7	2
W15-3014	5	3
W15-3016	11	1
W15-3018	4	1
W15-3023	9	1
W15-3024	5	1
W15-3030	4	2
W15-3031	4	3
W15-3032	3	2
W15-3033	5	1
W15-3034	3	1
W15-3057	7	2
W15-3058	2	1
W15-3060	5	1
W15-3107	5	2
W15-3111	5	2
W15-3118	7	1
W15-3123	7	5
W15-3202	6	4
W15-3306	3	2
W15-3307	4	2
W15-3405	3	1
W15-3408	4	1
W15-3409	3	2
W15-3603	4	1
W15-3706	3	1
W15-3709	3	2
W15-3809	5	2
W15-3813	3	1
W15-3814	6	1
W15-3909	4	1
W15-4006	4	1
W15-4007	2	1
W15-4103	2	1
W15-4201	3	2
W15-4202	3	2
W15-4205	10	8
W15-4302	3	1
W15-4307	3	1
W15-4604	2	1
W15-4606	3	1
W15-4607	3	1
W15-4611	6	1
W15-4634	3	1
W15-4649	4	1
W15-4651	4	1
W15-4725	2	1
W15-4727	3	1
W15-4902	3	1
W15-4914	5	2
W15-4917	3	1
W15-4919	3	1
W15-5107	5	2
W15-5117	9	1
W15-5119	4	1
W15-5302	4	1
W15-5310	6	1
W15-5404	3	2
W15-5408	3	2
W15-5411	4	1
W15-5413	2	1
W15-5506	2	1
W15-5907	3	1
W15-5930	2	1
W15-5947	9	1
W15-5951	5	4
W16-0103	3	2
W16-0204	2	1
W16-0307	7	1
W16-0308	7	1
W16-0309	7	1
W16-0310	6	2
W16-0404	7	4
W16-0412	4	1
W16-0416	4	1
W16-0419	4	1
W16-0421	6	1
W16-0423	5	1
W16-0505	2	1
W16-0508	3	1
W16-0511	3	1
W16-0528	4	1
W16-0531	3	1
W16-0603	2	1
W16-0707	2	1
W16-0710	6	4
W16-1004	11	10
W16-1102	2	1
W16-1104	2	1
W16-1303	7	6
W16-1306	2	1
W16-2206	6	1
W16-2207	3	1
W16-2208	4	1
W16-2210	4	1
W16-2212	4	2
W16-2213	4	1
W16-2301	21	1
W16-2303	4	2
W16-2304	8	1
W16-2313	7	5
W16-2314	7	2
W16-2317	7	1
W16-2321	4	1
W16-2322	2	1
W16-2324	3	1
W16-2325	4	2
W16-2326	7	1
W16-2329	4	1
W16-2337	3	1
W16-2339	5	4
W16-2340	2	1
W16-2342	4	1
W16-2347	2	1
W16-2358	8	5
W16-2372	4	1
W16-3301	2	1
W16-3302	5	1
W16-3601	2	1
W16-3605	6	3
W16-3610	6	1
W16-3613	5	1
W16-3616	3	1
W16-3621	4	1
W16-3623	9	2
W16-3630	4	3
W16-3632	5	1
W16-3637	2	1
W16-3640	5	1
W16-3645	3	1
W16-3646	3	1
W16-3701	5	1
W16-3811	3	2
W16-3905	3	1
W16-3917	3	1
W16-3923	4	1
W16-3929	5	1
W16-4006	2	1
W16-4008	3	1
W16-4011	7	1
W16-4020	3	2
W16-4021	4	1
W16-4022	3	2
W16-4023	2	1
W16-4110	3	1
W16-4111	2	1
W16-4122	3	1
W16-4201	6	1
W16-4207	8	6
W16-4210	9	2
W16-4213	4	1
W16-4312	4	3
W16-4318	3	1
W16-4320	4	2
W16-4602	4	1
W16-4607	3	1
W16-4612	4	1
W16-4620	4	1
W16-4801	6	1
W16-4813	4	2
W16-4828	4	3
W16-4903	3	1
W16-4910	4	3
W16-4920	5	1
W16-5104	3	1
W16-5105	2	1
W16-5108	5	2
W16-5113	6	3
W16-5114	4	1
W16-5115	4	3
W16-5401	3	1
W16-5406	2	1
W16-5412	3	2
W16-5614	3	2
W16-5811	3	1
W16-5903	2	1
W16-5905	3	1
W16-6103	4	1
W16-6106	5	1
W16-6108	3	2
W16-6110	4	3
W16-6204	3	2
W16-6305	3	2
W16-6328	3	2
W16-6404	5	1
W16-6610	7	4
W16-6623	2	1
W16-6642	2	1
W17-0105	3	2
W17-0106	13	12
W17-0121	2	1
W17-0212	3	2
W17-0215	7	1
W17-0218	5	1
W17-0220	4	2
W17-0608	6	1
W17-0701	4	1
W17-0806	5	3
W17-0808	7	1
W17-0810	6	3
W17-0901	4	1
W17-0908	9	1
W17-1001	8	1
W17-1003	3	1
W17-1104	4	1
W17-1201	8	1
W17-1307	4	2
W17-1312	3	2
W17-1319	6	3
W17-1503	2	1
W17-1609	3	2
W17-1612	3	2
W17-1613	4	2
W17-1702	4	2
W17-1704	11	1
W17-1715	7	1
W17-1803	2	1
W17-1908	4	1
W17-1912	3	2
W17-2003	3	1
W17-2208	4	1
W17-2213	6	1
W17-2214	3	1
W17-2301	5	1
W17-2306	5	1
W17-2310	6	1
W17-2311	5	2
W17-2312	3	1
W17-2317	3	1
W17-2319	5	1
W17-2320	4	2
W17-2336	5	1
W17-2337	2	1
W17-2341	5	3
W17-2344	4	1
W17-2347	7	1
W17-2348	5	2
W17-2401	5	2
W17-2403	3	2
W17-2409	7	1
W17-2410	2	1
W17-2617	2	1
W17-2618	3	1
W17-2621	2	1
W17-2624	5	1
W17-2626	4	1
W17-2627	4	1
W17-2628	3	2
W17-2707	9	1
W17-2709	4	1
W17-2807	4	1
W17-2808	9	1
W17-2809	7	1
W17-2812	10	1
W17-3003	4	2
W17-3009	5	1
W17-3103	5	1
W17-3108	3	2
W17-3205	4	1
W17-3525	3	1
W17-3528	4	1
W17-4103	2	1
W17-4107	2	1
W17-4111	2	1
W17-4201	6	3
W17-4203	5	4
W17-4206	6	1
W17-4210	4	2
W17-4212	5	1
W17-4215	3	2
W17-4305	5	1
W17-4308	4	1
W17-4402	5	2
W17-4410	3	1
W17-4422	2	1
W17-4505	2	1
W17-4507	3	1
W17-4510	3	1
W17-4601	4	1
W17-4604	3	2
W17-4607	5	1
W17-4702	3	1
W17-4703	5	1
W17-4705	2	1
W17-4708	2	1
W17-4711	2	1
W17-4717	16	1
W17-4718	5	4
W17-4719	16	1
W17-4720	5	1
W17-4721	5	1
W17-4722	10	1
W17-4726	6	2
W17-4727	3	1
W17-4728	8	2
W17-4732	7	2
W17-4733	5	1
W17-4734	16	1
W17-4735	8	1
W17-4736	6	1
W17-4739	8	1
W17-4742	9	4
W17-4746	9	5
W17-4753	5	2
W17-4756	7	1
W17-4757	5	1
W17-4769	5	2
W17-4773	6	1
W17-4805	3	1
W17-4811	2	1
W17-4910	2	1
W17-5007	8	4
W17-5008	2	1
W17-5014	2	1
W17-5017	5	1
W17-5032	4	1
W17-5045	3	1
W17-5049	2	1
W17-5102	5	4
W17-5105	2	1
W17-5106	10	1
W17-5112	7	3
W17-5114	2	1
W17-5115	5	1
W17-5203	5	2
W17-5220	3	1
W17-5221	4	2
W17-5224	4	1
W17-5304	3	1
W17-5401	4	2
W17-5403	3	2
W17-5405	8	1
W17-5505	4	1
W17-5507	5	1
W17-5512	8	2
W17-5513	3	1
W17-5516	6	1
W17-5520	3	2
W17-5526	8	1
W17-5601	5	1
W17-5705	2	1
W17-5709	5	1
W17-5713	3	1
W17-5804	10	1
W17-5805	4	1
W17-5806	11	1
W17-5809	3	1
W17-5901	8	1
W17-5904	6	4
W17-5907	6	5
W17-6004	3	1
W17-6209	3	1
W17-6309	3	2
W17-6311	4	1
W17-6314	3	1
