P10-2052	4	columbia.edu:0.50;us.ibm.com:0.25;dsic.upv.es:0.25
P10-2053	3	washington.edu:1.00
P10-2054	2	berkeley.edu:1.00
P10-2055	5	pku.edu.cn:0.60;comp.polyu.edu.hk:0.20;njnu.edu.cn:0.20
P10-2056	2	cis.hut.fi:0.50;tkk.fi:0.50
P10-2057	2	stanford.edu:1.00
P10-2058	2	microsoft.com:1.00
P10-2059	2	hum.ku.dk:1.00
P10-2060	4	lab.ntt.co.jp:1.00
P10-2061	2	afeka.ac.il:1.00
P10-2062	3	cornell.edu:1.00
P10-2063	1	upenn.edu:1.00
P10-2064	2	berkeley.edu:1.00
P10-2065	3	ets.org:0.50;computing.dcu.ie:0.50
P10-2066	4	i2r.a-star.edu.sg:0.50;uic.edu:0.50
P10-2067	3	cmu.edu:1.00
P10-2068	3	boeing.com:0.33;stanford.edu:0.67
P10-2069	3	upenn.edu:0.33;talukdar.net:0.33;ee.technion.ac.il:0.33
P10-2070	5	support-vector.net:0.20;jrc.ec.europa.eu:0.80
P10-3001	1	open.ac.uk:1.00
P10-3002	1	
P10-3003	2	students.iiit.ac.in:1.00
P10-3004	1	uva.nl:1.00
P10-3005	1	ims.uni-stuttgart.de:1.00
P10-3006	1	uekae.tubitak.gov.tr:1.00
P10-3007	2	gmail.com:0.50;uva.nl:0.50
P10-3008	1	postgrad.curtin.edu.au:1.00
P10-3009	3	gmail.com:1.00
P10-3010	1	cbs.dk:1.00
P10-3011	1	northwestern.edu:1.00
P10-3012	1	gmail.com:1.00
P10-3013	1	ling.unipi.it:1.00
P10-3014	1	
P10-3015	1	research.iiit.ac.in:1.00
P10-3016	1	perdana.um.edu.my:1.00
P10-3017	1	cl.uni-heidelberg.de:1.00
P10-3018	1	research.iiit.ac.in:1.00
P10-3019	1	yahoo.com.ar:1.00
P10-4001	7	uw.edu:0.86;coli.uni-saarland.de:0.14
P10-4002	9	umd.edu:0.56;inf.ed.ac.uk:0.11;jhu.edu:0.22;comlab.ox.ac.uk:0.11
P10-4003	6	ed.ac.uk:0.33;navy.mil:0.33;hw.ac.uk:0.17;gmail.com:0.17
P10-4004	2	unituebingen.de:1.00
P10-4006	2	ucla.edu:1.00
P10-4007	5	dfki.de:1.00
P10-4008	2	fbk.eu:1.00
P10-4009	15	tkk.fi:1.00
P10-4010	2	thomsonreuters.com:1.00
P10-4011	2	research.att.com:1.00
P10-4012	3	chalmers.se:1.00
P10-4013	4	ihmc.us:0.25;um.edu.mt:0.25;dcs.shef.ac.uk:0.50
P10-4014	2	comp.nus.edu.sg:1.00
P11-1001	2	
P11-1002	2	isi.edu:1.00
P11-1003	3	is.s.u-tokyo.ac.jp:1.00
P11-1004	2	sfu.ca:1.00
P11-1005	2	coli.uni-sb.de:1.00
P11-1006	4	pku.edu.cn:0.25;microsoft.com:0.50;net.pku.edu.cn:0.25
P11-1007	1	mmci.uni-saarland.de:1.00
P11-1008	2	mit.edu:0.50;columbia.edu:0.50
P11-1009	2	microsoft.com:1.00
P11-1010	2	gmail.com:0.50;tsinghua.edu.cn:0.50
P11-1011	3	umass.edu:1.00
P11-1012	4	gmail.com:0.25;sei.ecnu.edu.cn:0.25;se.cuhk.edu.hk:0.50
P11-1013	3	open.ac.uk:0.67;exeter.ac.uk:0.33
P11-1014	3	iba.t.u-tokyo.ac.jp:0.33;sussex.ac.uk:0.67
P11-1015	6	stanford.edu:1.00
P11-1016	5	microsoft.com:1.00
P11-1017	3	fukuoka-u.ac.jp:0.67;opentech.co.jp:0.33
P11-1018	3	albany.edu:1.00
P11-1019	3	cl.cam.ac.uk:0.67;ilexir.co.uk:0.33
P11-1020	2	microsoft.com:0.50;utexas.edu:0.50
P11-1021	4	wright.edu:1.00
P11-1022	3	cmu.edu:0.33;us.ibm.com:0.67
P11-1023	2	cs.ust.hk:1.00
P11-1024	1	gmail.com:1.00
P11-1025	2	isi.edu:1.00
P11-1026	3	umd.edu:1.00
P11-1027	2	berkeley.edu:1.00
P11-1028	3	mit.edu:0.67;cs.ucl.ac.uk:0.33
P11-1029	1	ucd.ie:1.00
P11-1030	3	gmail.com:0.33;uab.edu:0.67
P11-1031	2	pearson.com:1.00
P11-1032	4	cornell.edu:1.00
P11-1033	4	gmail.com:0.50;cornell.edu:0.50
P11-1034	2	utdallas.edu:1.00
P11-1035	3	nclab.kaist.ac.kr:0.67;chonbuk.ac.kr:0.33
P11-1036	3	mit.edu:0.67;aria42.com:0.33
P11-1037	4	microsoft.com:0.75;gmail.com:0.25
P11-1038	2	student.unimelb.edu.au:0.50;ldwin.net:0.50
P11-1039	7	gmail.com:0.43;smu.edu.sg:0.43;pku.edu.cn:0.14
P11-1040	3	mit.edu:1.00
P11-1041	2	cs.ualberta.ca:1.00
P11-1042	4	cmu.edu:1.00
P11-1043	2	google.com:1.00
P11-1044	3	ims.uni-stuttgart.de:1.00
P11-1045	4	ogi.edu:0.75;google.com:0.25
P11-1046	5	
P11-1047	2	googlemail.com:0.50;dei.unipd.it:0.50
P11-1048	2	sms.ed.ac.uk:0.50;jhu.edu:0.50
P11-1049	3	berkeley.edu:1.00
P11-1050	2	ieee.org:1.00
P11-1051	2	umich.edu:1.00
P11-1052	2	washington.edu:1.00
P11-1053	3	nyu.edu:1.00
P11-1054	4	mit.edu:1.00
P11-1055	5	washington.edu:1.00
P11-1056	2	illinois.edu:1.00
P11-1057	4	cse.iitb.ac.in:1.00
P11-1058	2	cmu.edu:1.00
P11-1059	2	utdallas.edu:1.00
P11-1060	3	berkeley.edu:1.00
P11-1061	2	cmu.edu:0.50;google.com:0.50
P11-1062	3	post.tau.ac.il:0.33;cs.biu.ac.il:0.33;eng.biu.ac.il:0.33
P11-1063	4	wpafb.af.mil:0.25;jhu.edu:0.25;ohio-state.edu:0.25;mayo.edu:0.25
P11-1064	5	
P11-1065	2	uva.nl:1.00
P11-1066	4	nlpr.ia.ac.cn:1.00
P11-1067	4	cs.huji.ac.il:0.75;mit.edu:0.25
P11-1068	3	lingfil.uu.se:0.33;udc.es:0.33;dei.unipd.it:0.33
P11-1069	2	cl.cam.ac.uk:1.00
P11-1070	2	berkeley.edu:1.00
P11-1071	2	
P11-1072	4	jhu.edu:0.75;us.ibm.com:0.25
P11-1073	2	syr.edu:0.50;ets.org:0.50
P11-1074	3	utdallas.edu:0.67;speech.sri.com:0.33
P11-1075	2	nrc-cnrc.gc.ca:1.00
P11-1076	3	unt.edu:0.67;ohio.edu:0.33
P11-1077	2	columbia.edu:1.00
P11-1078	4	mit.edu:0.50;asgard.com:0.25;setcorp.com:0.25
P11-1079	4	ims.uni-stuttgart.de:1.00
P11-1080	4	umass.edu:0.50;google.com:0.50
P11-1081	2	cl.cs.titech.ac.jp:0.50;unitn.it:0.50
P11-1082	2	utdallas.edu:1.00
P11-1083	1	ims.uni-stuttgart.de:1.00
P11-1084	4	google.com:0.75;rochester.edu:0.25
P11-1085	4	us.ibm.com:0.75;cmu.edu:0.25
P11-1086	4	isi.edu:0.75;ict.ac.cn:0.25
P11-1087	2	cs.ox.ac.uk:0.50;dcs.shef.ac.uk:0.50
P11-1088	2	columbia.edu:1.00
P11-1089	3	umass.edu:0.67;cityu.edu.hk:0.33
P11-1090	2	umass.edu:0.50;microsoft.com:0.50
P11-1091	3	upenn.edu:0.33;us.ibm.com:0.67
P11-1092	2	comp.nus.edu.sg:1.00
P11-1093	2	illinois.edu:1.00
P11-1094	2	ucsd.edu:1.00
P11-1095	2	nfs.iscas.ac.cn:1.00
P11-1096	2	benwing.com:0.50;utexas.edu:0.50
P11-1097	4	
P11-1098	2	stanford.edu:1.00
P11-1099	2	toronto.edu:1.00
P11-1100	3	comp.nus.edu.sg:1.00
P11-1101	3	ims.uni-stuttgart.de:1.00
P11-1102	2	cmu.edu:1.00
P11-1103	2	ed.ac.uk:0.50;inf.ed.ac.uk:0.50
P11-1104	5	baidu.com:0.60;hit.edu.cn:0.40
P11-1105	3	ims.uni-stuttgart.de:1.00
P11-1106	1	ucsd.edu:1.00
P11-1107	1	coli.uni-saarland.de:1.00
P11-1108	3	utexas.edu:1.00
P11-1109	5	nict.go.jp:0.50;i.kyoto-u.ac.jp:0.50
P11-1110	2	umich.edu:1.00
P11-1111	2	mit.edu:0.50;aria42.com:0.50
P11-1112	2	sms.ed.ac.uk:0.50;inf.ed.ac.uk:0.50
P11-1113	6	suda.edu.cn:1.00
P11-1114	2	utah.edu:1.00
P11-1115	2	cuny.edu:0.50;nyu.edu:0.50
P11-1116	5	microsoft.com:1.00
P11-1117	3	umn.edu:0.67;osu.edu:0.33
P11-1118	2	gmail.com:0.50;brown.edu:0.50
P11-1119	5	ncsu.edu:1.00
P11-1120	2	utexas.edu:0.50;google.com:0.50
P11-1121	3	konan-u.ac.jp:1.00
P11-1122	2	jhu.edu:1.00
P11-1123	2	us.ibm.com:1.00
P11-1124	4	baidu.com:0.25;computing.dcu.ie:0.75
P11-1125	2	nict.go.jp:1.00
P11-1126	3	microsoft.com:1.00
P11-1127	3	iti.upv.es:0.33;dsic.upv.es:0.67
P11-1128	3	ict.ac.cn:1.00
P11-1129	3	i2r.a-star.edu.sg:1.00
P11-1130	2	comp.nus.edu.sg:1.00
P11-1131	3	berkeley.edu:0.33;microsoft.com:0.33;gmail.com:0.33
P11-1132	2	gmail.com:1.00
P11-1133	2	ust.hk:1.00
P11-1134	3	fbk.eu:1.00
P11-1135	3	jhu.edu:1.00
P11-1136	4	gmail.com:0.75;tau.ac.il:0.25
P11-1137	3	cmu.edu:1.00
P11-1138	4	uiuc.edu:0.50;northwestern.edu:0.25;gmail.com:0.25
P11-1139	1	coli.uni-saarland.de:1.00
P11-1140	5	google.com:0.80;ed.ac.uk:0.20
P11-1141	1	gmail.com:1.00
P11-1142	2	lsi.uned.es:1.00
P11-1143	2	cs.york.ac.uk:1.00
P11-1144	2	cmu.edu:1.00
P11-1145	2	mmci.uni-saarland.de:0.50;jhu.edu:0.50
P11-1146	2	utdallas.edu:1.00
P11-1147	4	isi.edu:0.75;lsi.uned.es:0.25
P11-1148	2	inria.fr:0.50;cam.ac.uk:0.50
P11-1149	4	illinois.edu:0.75;mit.edu:0.25
P11-1150	4	comp.nus.edu.sg:1.00
P11-1151	3	csse.unimelb.edu.au:1.00
P11-1152	1	
P11-1153	3	uiuc.edu:1.00
P11-1154	4	csse.unimelb.edu.au:0.50;uci.edu:0.25;ldwin.net:0.25
P11-1155	1	icst.pku.edu.cn:1.00
P11-1156	4	nlpr.ia.ac.cn:1.00
P11-1157	2	rug.nl:1.00
P11-1158	2	sms.ed.ac.uk:0.50;jhu.edu:0.50
P11-1159	3	us.ibm.com:0.33;columbia.edu:0.67
P11-1160	2	research.iiit.ac.in:1.00
P11-1161	1	google.com:1.00
P11-1162	2	isi.edu:1.00
P11-1163	3	stanford.edu:1.00
P11-1164	2	gmail.com:0.50;dau.ac.kr:0.50
P11-2001	3	ogi.edu:1.00
P11-2002	2	colorado.edu:1.00
P11-2003	2	unige.ch:1.00
P11-2004	2	
P11-2005	2	berkeley.edu:1.00
P11-2006	4	is.naist.jp:1.00
P11-2007	2	jhu.edu:1.00
P11-2008	10	cmu.edu:1.00
P11-2009	1	hum.ku.dk:1.00
P11-2010	2	mail.rakuten.com:1.00
P11-2011	3	udel.edu:1.00
P11-2012	2	diku.dk:1.00
P11-2013	4	utdallas.edu:0.50;us.bosch.com:0.25;fudan.edu.cn:0.25
P11-2014	2	isi.edu:0.50;uchicago.edu:0.50
P11-2015	5	stonybrook.edu:1.00
P11-2016	2	washington.edu:1.00
P11-2017	2	usc.edu:1.00
P11-2018	2	disi.unitn.it:1.00
P11-2019	1	rit.edu:1.00
P11-2020	3	columbia.edu:0.67;dc.uba.ar:0.33
P11-2021	2	washington.edu:1.00
P11-2022	2	gmail.com:0.50;brown.edu:0.50
P11-2023	4	linguist.jussieu.fr:0.75;inria.fr:0.25
P11-2024	2	yahoo-inc.com:1.00
P11-2025	3	rochester.edu:1.00
P11-2026	3	umd.edu:0.67;microsoft.com:0.33
P11-2027	2	i2r.a-star.edu.sg:1.00
P11-2028	3	nlpr.ia.ac.cn:0.67;comp.nus.edu.sg:0.33
P11-2029	2	bbn.com:1.00
P11-2030	2	washington.edu:1.00
P11-2031	4	cmu.edu:1.00
P11-2032	2	uekae.tubitak.gov.tr:0.50;boun.edu.tr:0.50
P11-2033	2	cl.cam.ac.uk:0.50;lingfil.uu.se:0.50
P11-2034	3	rug.nl:1.00
P11-2035	2	nrc-cnrc.gc.ca:0.50;jhu.edu:0.50
P11-2036	3	lab.ntt.co.jp:1.00
P11-2037	3	isi.edu:0.67;cs.bgu.ac.il:0.33
P11-2038	1	
P11-2039	3	lr.pi.titech.ac.jp:0.33;acm.org:0.33;pi.titech.ac.jp:0.33
P11-2040	2	brighton.ac.uk:1.00
P11-2041	3	abdn.ac.uk:0.33;ogi.edu:0.67
P11-2042	2	open.ac.uk:1.00
P11-2043	3	umich.edu:0.33;intel.com:0.67
P11-2044	2	columbia.edu:1.00
P11-2045	2	nyu.edu:1.00
P11-2046	4	taramcintosh.org:0.25;yencken.org:0.25;it.usyd.edu.au:0.25;ldwin.net:0.25
P11-2047	3	cs.kuleuven.be:1.00
P11-2048	2	disi.unitn.it:1.00
P11-2049	3	gmail.com:0.33;depaul.edu:0.33;mail.nih.gov:0.33
P11-2050	3	bbn.com:1.00
P11-2051	2	cmu.edu:1.00
P11-2052	3	unige.ch:1.00
P11-2053	6	
P11-2054	3	utah.edu:1.00
P11-2055	3	
P11-2056	5	isi.edu:1.00
P11-2057	2	temple.edu:1.00
P11-2058	2	usc.edu:1.00
P11-2059	4	
P11-2060	2	dfki.de:1.00
P11-2061	2	rochester.edu:1.00
P11-2062	2	columbia.edu:1.00
P11-2063	2	northwestern.edu:1.00
P11-2064	1	nrc-cnrc.gc.ca:1.00
P11-2065	5	speech.sri.com:0.60;us.ibm.com:0.20;ucsb.edu:0.20
P11-2066	3	cmu.edu:0.33;nlp.nju.edu.cn:0.67
P11-2067	2	students.mq.edu.au:0.50;mq.edu.au:0.50
P11-2068	3	iti.upv.es:1.00
P11-2069	3	limsi.fr:1.00
P11-2070	3	
P11-2071	2	umd.edu:1.00
P11-2072	3	
P11-2073	2	mail.neu.edu.cn:1.00
P11-2074	2	us.ibm.com:1.00
P11-2075	3	lab.ntt.co.jp:1.00
P11-2076	3	nict.go.jp:1.00
P11-2077	2	uiowa.edu:0.50;xrce.xerox.com:0.50
P11-2078	3	bbn.com:1.00
P11-2079	5	inesc-id.pt:1.00
P11-2080	3	isi.edu:1.00
P11-2081	2	microsoft.com:1.00
P11-2082	2	gmail.com:0.50;cl.uni-heidelberg.de:0.50
P11-2083	3	imag.fr:0.67;nii.ac.jp:0.33
P11-2084	3	cs.kuleuven.be:1.00
P11-2085	6	gmail.com:0.67;sogou-inc.com:0.33
P11-2086	2	gmail.com:0.50;rutgers.edu:0.50
P11-2087	3	columbia.edu:0.67;gmail.com:0.33
P11-2088	2	pitt.edu:1.00
P11-2089	4	ets.org:0.50;cuny.edu:0.25;illinois.edu:0.25
P11-2090	2	jhu.edu:1.00
P11-2091	2	utdallas.edu:1.00
P11-2092	2	ims.uni-stuttgart.de:1.00
P11-2093	3	
P11-2094	3	comp.nus.edu.sg:0.67;i2r.a-star.edu.sg:0.33
P11-2095	2	arizona.edu:1.00
P11-2096	3	isi.edu:1.00
P11-2097	2	yamanashi.ac.jp:1.00
P11-2098	3	cs.biu.ac.il:0.67;eng.biu.ac.il:0.33
P11-2099	4	di.fc.ul.pt:0.50;co.sapo.pt:0.25;fe.up.pt:0.25
P11-2100	2	sics.se:0.50;google.com:0.50
P11-2101	2	uic.edu:1.00
P11-2102	3	rutgers.edu:1.00
P11-2103	3	columbia.edu:1.00
P11-2104	4	umich.edu:1.00
P11-2105	4	fudan.edu.cn:0.50;gmail.com:0.50
P11-2106	3	gmail.com:0.67;mail.cse.nsysu.edu.tw:0.33
P11-2107	2	research.att.com:1.00
P11-2108	2	uw.edu:0.50;uchicago.edu:0.50
P11-2109	2	umd.edu:1.00
P11-2110	1	sms.ed.ac.uk:1.00
P11-2111	2	brandeis.edu:1.00
P11-2112	3	lab.ntt.co.jp:1.00
P11-2113	2	uoguelph.ca:1.00
P11-2114	3	icst.pku.edu.cn:1.00
P11-2115	2	dfki.de:0.50;uni-bremen.de:0.50
P11-2116	4	utwente.nl:0.25;uvt.nl:0.75
P11-2117	2	pomona.edu:1.00
P11-2118	3	columbia.edu:1.00
P11-2119	3	ogi.edu:0.67;umd.edu:0.33
P11-2120	1	hum.ku.dk:1.00
P11-2121	2	colorado.edu:1.00
